Município;Cód. IBGE;UF;Região;Fabricante;Doses Aplicadas;Dose 1;Dose 2
Augusto Severo;240130;RN;Nordeste;PFIZER/BIONTECH;709;708;1
Augusto Severo;240130;RN;Nordeste;JANSSEN;215;0;0
Áurea;430155;RS;Sul;BUTANTAN/SINOVAC;1349;689;660
Áurea;430155;RS;Sul;FIOCRUZ/ASTRAZENECA;1201;968;233
Áurea;430155;RS;Sul;PFIZER/BIONTECH;267;266;1
Áurea;430155;RS;Sul;JANSSEN;91;0;0
Aurelino Leal;290240;BA;Nordeste;FIOCRUZ/ASTRAZENECA;2645;2375;270
Aurelino Leal;290240;BA;Nordeste;BUTANTAN/SINOVAC;2169;1239;930
Aurelino Leal;290240;BA;Nordeste;PFIZER/BIONTECH;526;525;1
Aurelino Leal;290240;BA;Nordeste;JANSSEN;161;0;0
Auriflama;350420;SP;Sudeste;FIOCRUZ/ASTRAZENECA;4313;3855;458
Auriflama;350420;SP;Sudeste;BUTANTAN/SINOVAC;4238;2344;1894
Auriflama;350420;SP;Sudeste;PFIZER/BIONTECH;902;902;0
Auriflama;350420;SP;Sudeste;JANSSEN;285;0;0
Aurilândia;520260;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1309;1220;89
Aurilândia;520260;GO;Centro-Oeste;BUTANTAN/SINOVAC;1044;542;502
Aurilândia;520260;GO;Centro-Oeste;PFIZER/BIONTECH;57;57;0
Aurilândia;520260;GO;Centro-Oeste;JANSSEN;15;0;0
Aurora;230170;CE;Nordeste;BUTANTAN/SINOVAC;4593;2410;2183
Aurora;230170;CE;Nordeste;FIOCRUZ/ASTRAZENECA;3188;2754;434
Aurora;230170;CE;Nordeste;PFIZER/BIONTECH;158;158;0
Aurora;230170;CE;Nordeste;JANSSEN;56;0;0
Aurora;420190;SC;Sul;FIOCRUZ/ASTRAZENECA;1825;1650;175
Aurora;420190;SC;Sul;BUTANTAN/SINOVAC;1406;783;623
Aurora;420190;SC;Sul;PFIZER/BIONTECH;497;497;0
Aurora;420190;SC;Sul;JANSSEN;194;0;0
Aurora Do Pará;150095;PA;Norte;FIOCRUZ/ASTRAZENECA;5823;5232;591
Aurora Do Pará;150095;PA;Norte;BUTANTAN/SINOVAC;3257;1890;1367
Aurora Do Tocantins;170270;TO;Norte;FIOCRUZ/ASTRAZENECA;940;906;34
Aurora Do Tocantins;170270;TO;Norte;BUTANTAN/SINOVAC;931;502;429
Aurora Do Tocantins;170270;TO;Norte;JANSSEN;49;0;0
Autazes;130030;AM;Norte;BUTANTAN/SINOVAC;9252;4806;4446
Autazes;130030;AM;Norte;FIOCRUZ/ASTRAZENECA;7876;6461;1415
Avaí;350430;SP;Sudeste;BUTANTAN/SINOVAC;1909;955;954
Avaí;350430;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1425;1319;106
Avaí;350430;SP;Sudeste;PFIZER/BIONTECH;268;268;0
Avanhandava;350440;SP;Sudeste;FIOCRUZ/ASTRAZENECA;3308;3054;254
Avanhandava;350440;SP;Sudeste;BUTANTAN/SINOVAC;2470;1344;1126
Avanhandava;350440;SP;Sudeste;PFIZER/BIONTECH;652;652;0
Avanhandava;350440;SP;Sudeste;JANSSEN;420;0;0
Avaré;350450;SP;Sudeste;FIOCRUZ/ASTRAZENECA;26745;24432;2313
Avaré;350450;SP;Sudeste;BUTANTAN/SINOVAC;24643;13491;11152
Avaré;350450;SP;Sudeste;PFIZER/BIONTECH;4786;4786;0
Avaré;350450;SP;Sudeste;JANSSEN;3491;0;0
Aveiro;150100;PA;Norte;FIOCRUZ/ASTRAZENECA;3379;2612;767
Aveiro;150100;PA;Norte;BUTANTAN/SINOVAC;1194;616;578
Avelino Lopes;220110;PI;Nordeste;FIOCRUZ/ASTRAZENECA;2665;2526;139
Avelino Lopes;220110;PI;Nordeste;BUTANTAN/SINOVAC;2126;1109;1017
Avelino Lopes;220110;PI;Nordeste;PFIZER/BIONTECH;528;528;0
Avelino Lopes;220110;PI;Nordeste;JANSSEN;87;0;0
Avelinópolis;520280;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1094;1008;86
Avelinópolis;520280;GO;Centro-Oeste;BUTANTAN/SINOVAC;716;401;315
Avelinópolis;520280;GO;Centro-Oeste;PFIZER/BIONTECH;18;18;0
Axixá;210110;MA;Nordeste;FIOCRUZ/ASTRAZENECA;5214;4055;1159
Axixá;210110;MA;Nordeste;BUTANTAN/SINOVAC;2019;1059;960
Axixá;210110;MA;Nordeste;JANSSEN;87;0;0
Axixá Do Tocantins;170290;TO;Norte;FIOCRUZ/ASTRAZENECA;2108;1898;210
Axixá Do Tocantins;170290;TO;Norte;BUTANTAN/SINOVAC;1924;1145;779
Axixá Do Tocantins;170290;TO;Norte;JANSSEN;110;0;0
Babaçulândia;170300;TO;Norte;BUTANTAN/SINOVAC;1950;1041;909
Babaçulândia;170300;TO;Norte;FIOCRUZ/ASTRAZENECA;1833;1682;151
Babaçulândia;170300;TO;Norte;JANSSEN;107;0;0
Bacabal;210120;MA;Nordeste;FIOCRUZ/ASTRAZENECA;25999;23107;2892
Bacabal;210120;MA;Nordeste;BUTANTAN/SINOVAC;17315;9326;7989
Bacabal;210120;MA;Nordeste;PFIZER/BIONTECH;9670;9664;6
Bacabal;210120;MA;Nordeste;JANSSEN;4799;0;0
Bacabeira;210125;MA;Nordeste;FIOCRUZ/ASTRAZENECA;2927;2620;307
Bacabeira;210125;MA;Nordeste;BUTANTAN/SINOVAC;2189;1198;991
Bacabeira;210125;MA;Nordeste;JANSSEN;127;0;0
Bacuri;210130;MA;Nordeste;FIOCRUZ/ASTRAZENECA;4653;3918;735
Bacuri;210130;MA;Nordeste;BUTANTAN/SINOVAC;3104;1608;1496
Bacurituba;210135;MA;Nordeste;FIOCRUZ/ASTRAZENECA;3036;2134;902
Bacurituba;210135;MA;Nordeste;BUTANTAN/SINOVAC;1020;526;494
Bacurituba;210135;MA;Nordeste;JANSSEN;41;0;0
Bady Bassitt;350460;SP;Sudeste;BUTANTAN/SINOVAC;5392;2991;2401
Bady Bassitt;350460;SP;Sudeste;FIOCRUZ/ASTRAZENECA;5380;4927;453
Bady Bassitt;350460;SP;Sudeste;PFIZER/BIONTECH;953;953;0
Bady Bassitt;350460;SP;Sudeste;JANSSEN;760;0;0
Baependi;310490;MG;Sudeste;FIOCRUZ/ASTRAZENECA;5393;4898;495
Baependi;310490;MG;Sudeste;BUTANTAN/SINOVAC;5265;2717;2548
Baependi;310490;MG;Sudeste;PFIZER/BIONTECH;433;433;0
Baependi;310490;MG;Sudeste;JANSSEN;3;0;0
Bagé;430160;RS;Sul;FIOCRUZ/ASTRAZENECA;42440;38879;3561
Bagé;430160;RS;Sul;BUTANTAN/SINOVAC;32411;17510;14901
Bagé;430160;RS;Sul;PFIZER/BIONTECH;6121;6117;4
Bagé;430160;RS;Sul;JANSSEN;322;0;0
Bagre;150110;PA;Norte;FIOCRUZ/ASTRAZENECA;7083;5832;1251
Bagre;150110;PA;Norte;BUTANTAN/SINOVAC;1004;528;476
Bagre;150110;PA;Norte;JANSSEN;38;0;0
Baía Da Traição;250140;PB;Nordeste;BUTANTAN/SINOVAC;7481;3885;3596
Baía Da Traição;250140;PB;Nordeste;FIOCRUZ/ASTRAZENECA;2235;2156;79
Baía Da Traição;250140;PB;Nordeste;PFIZER/BIONTECH;211;211;0
Baía Formosa;240140;RN;Nordeste;FIOCRUZ/ASTRAZENECA;2807;2398;409
Baía Formosa;240140;RN;Nordeste;BUTANTAN/SINOVAC;1475;815;660
Baía Formosa;240140;RN;Nordeste;PFIZER/BIONTECH;699;699;0
Baía Formosa;240140;RN;Nordeste;JANSSEN;92;0;0
Baianópolis;290250;BA;Nordeste;FIOCRUZ/ASTRAZENECA;3256;2920;336
Baianópolis;290250;BA;Nordeste;BUTANTAN/SINOVAC;2195;1234;961
Baianópolis;290250;BA;Nordeste;PFIZER/BIONTECH;557;555;2
Baianópolis;290250;BA;Nordeste;JANSSEN;87;0;0
Baião;150120;PA;Norte;FIOCRUZ/ASTRAZENECA;9480;8552;928
Baião;150120;PA;Norte;BUTANTAN/SINOVAC;3391;1766;1625
Baixa Grande;290260;BA;Nordeste;BUTANTAN/SINOVAC;4587;2576;2011
Baixa Grande;290260;BA;Nordeste;FIOCRUZ/ASTRAZENECA;4053;3583;470
Baixa Grande;290260;BA;Nordeste;PFIZER/BIONTECH;842;842;0
Baixa Grande;290260;BA;Nordeste;JANSSEN;198;0;0
Baixa Grande Do Ribeiro;220115;PI;Nordeste;FIOCRUZ/ASTRAZENECA;2455;2326;129
Baixa Grande Do Ribeiro;220115;PI;Nordeste;BUTANTAN/SINOVAC;1267;736;531
Baixa Grande Do Ribeiro;220115;PI;Nordeste;PFIZER/BIONTECH;315;315;0
Baixa Grande Do Ribeiro;220115;PI;Nordeste;JANSSEN;100;0;0
Baixio;230180;CE;Nordeste;BUTANTAN/SINOVAC;1354;678;676
Baixio;230180;CE;Nordeste;FIOCRUZ/ASTRAZENECA;972;915;57
Baixo Guandu;320080;ES;Sudeste;BUTANTAN/SINOVAC;10333;5434;4899
Baixo Guandu;320080;ES;Sudeste;FIOCRUZ/ASTRAZENECA;7935;7548;387
Baixo Guandu;320080;ES;Sudeste;PFIZER/BIONTECH;2293;2291;2
Baixo Guandu;320080;ES;Sudeste;JANSSEN;1024;0;0
Balbinos;350470;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1651;1569;82
Balbinos;350470;SP;Sudeste;BUTANTAN/SINOVAC;1300;680;620
Balbinos;350470;SP;Sudeste;PFIZER/BIONTECH;194;194;0
Balbinos;350470;SP;Sudeste;JANSSEN;42;0;0
Baldim;310500;MG;Sudeste;FIOCRUZ/ASTRAZENECA;2434;2274;160
Baldim;310500;MG;Sudeste;BUTANTAN/SINOVAC;1791;901;890
Baldim;310500;MG;Sudeste;PFIZER/BIONTECH;217;217;0
Baliza;520310;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1242;1183;59
Baliza;520310;GO;Centro-Oeste;BUTANTAN/SINOVAC;799;475;324
Baliza;520310;GO;Centro-Oeste;PFIZER/BIONTECH;79;79;0
Baliza;520310;GO;Centro-Oeste;JANSSEN;40;0;0
Balneário Arroio Do Silva;420195;SC;Sul;FIOCRUZ/ASTRAZENECA;4113;3614;499
Balneário Arroio Do Silva;420195;SC;Sul;BUTANTAN/SINOVAC;3442;1803;1639
Balneário Arroio Do Silva;420195;SC;Sul;PFIZER/BIONTECH;696;696;0
Balneário Arroio Do Silva;420195;SC;Sul;JANSSEN;430;0;0
Balneário Barra Do Sul;420205;SC;Sul;FIOCRUZ/ASTRAZENECA;5057;4114;943
Balneário Barra Do Sul;420205;SC;Sul;BUTANTAN/SINOVAC;3192;1688;1504
Balneário Barra Do Sul;420205;SC;Sul;PFIZER/BIONTECH;748;748;0
Balneário Barra Do Sul;420205;SC;Sul;JANSSEN;284;0;0
Balneário Camboriú;420200;SC;Sul;BUTANTAN/SINOVAC;39598;20834;18764
Balneário Camboriú;420200;SC;Sul;FIOCRUZ/ASTRAZENECA;29674;27521;2153
Balneário Camboriú;420200;SC;Sul;PFIZER/BIONTECH;13564;13561;3
Balneário Camboriú;420200;SC;Sul;JANSSEN;3900;0;0
Balneário Gaivota;420207;SC;Sul;FIOCRUZ/ASTRAZENECA;3295;3163;132
Balneário Gaivota;420207;SC;Sul;BUTANTAN/SINOVAC;2692;1399;1293
Balneário Gaivota;420207;SC;Sul;PFIZER/BIONTECH;204;204;0
Balneário Gaivota;420207;SC;Sul;JANSSEN;63;0;0
Balneário Piçarras;421280;SC;Sul;FIOCRUZ/ASTRAZENECA;6394;6187;207
Balneário Piçarras;421280;SC;Sul;BUTANTAN/SINOVAC;6263;3371;2892
Balneário Piçarras;421280;SC;Sul;PFIZER/BIONTECH;1444;1444;0
Balneário Piçarras;421280;SC;Sul;JANSSEN;745;0;0
Balneário Pinhal;430163;RS;Sul;FIOCRUZ/ASTRAZENECA;5262;4802;460
Balneário Pinhal;430163;RS;Sul;BUTANTAN/SINOVAC;5187;2749;2438
Balneário Pinhal;430163;RS;Sul;PFIZER/BIONTECH;798;798;0
Balneário Pinhal;430163;RS;Sul;JANSSEN;91;0;0
Balneário Rincão;422000;SC;Sul;FIOCRUZ/ASTRAZENECA;4859;4548;311
Balneário Rincão;422000;SC;Sul;BUTANTAN/SINOVAC;2896;1533;1363
Balneário Rincão;422000;SC;Sul;PFIZER/BIONTECH;515;515;0
Balneário Rincão;422000;SC;Sul;JANSSEN;395;0;0
Balsa Nova;410230;PR;Sul;FIOCRUZ/ASTRAZENECA;3425;3289;136
Balsa Nova;410230;PR;Sul;BUTANTAN/SINOVAC;2311;1211;1100
Balsa Nova;410230;PR;Sul;PFIZER/BIONTECH;630;630;0
Balsa Nova;410230;PR;Sul;JANSSEN;360;0;0
Bálsamo;350480;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2831;2467;364
Bálsamo;350480;SP;Sudeste;BUTANTAN/SINOVAC;2679;1420;1259
Bálsamo;350480;SP;Sudeste;PFIZER/BIONTECH;487;487;0
Bálsamo;350480;SP;Sudeste;JANSSEN;347;0;0
Balsas;210140;MA;Nordeste;PFIZER/BIONTECH;15800;15795;5
Balsas;210140;MA;Nordeste;FIOCRUZ/ASTRAZENECA;13730;11941;1789
Balsas;210140;MA;Nordeste;BUTANTAN/SINOVAC;11271;6051;5220
Balsas;210140;MA;Nordeste;JANSSEN;2416;0;0
Bambuí;310510;MG;Sudeste;BUTANTAN/SINOVAC;6040;3246;2794
Bambuí;310510;MG;Sudeste;FIOCRUZ/ASTRAZENECA;4021;3836;185
Bambuí;310510;MG;Sudeste;PFIZER/BIONTECH;646;646;0
Bambuí;310510;MG;Sudeste;JANSSEN;65;0;0
Banabuiú;230185;CE;Nordeste;BUTANTAN/SINOVAC;3139;1590;1549
Banabuiú;230185;CE;Nordeste;FIOCRUZ/ASTRAZENECA;1381;991;390
Bananal;350490;SP;Sudeste;BUTANTAN/SINOVAC;3367;1870;1497
Bananal;350490;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2709;2433;276
Bananal;350490;SP;Sudeste;PFIZER/BIONTECH;558;557;1
Bananal;350490;SP;Sudeste;JANSSEN;415;0;0
Bananeiras;250150;PB;Nordeste;BUTANTAN/SINOVAC;5435;2879;2556
Bananeiras;250150;PB;Nordeste;FIOCRUZ/ASTRAZENECA;3802;3517;285
Bananeiras;250150;PB;Nordeste;PFIZER/BIONTECH;1107;1107;0
Bananeiras;250150;PB;Nordeste;JANSSEN;378;0;0
Bandeira;310520;MG;Sudeste;BUTANTAN/SINOVAC;1383;755;628
Bandeira;310520;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1343;1235;108
Bandeira;310520;MG;Sudeste;PFIZER/BIONTECH;129;129;0
Bandeira;310520;MG;Sudeste;JANSSEN;38;0;0
Bandeira Do Sul;310530;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1510;1357;153
Bandeira Do Sul;310530;MG;Sudeste;BUTANTAN/SINOVAC;1174;621;553
Bandeira Do Sul;310530;MG;Sudeste;PFIZER/BIONTECH;312;312;0
Bandeira Do Sul;310530;MG;Sudeste;JANSSEN;93;0;0
Bandeirante;420208;SC;Sul;FIOCRUZ/ASTRAZENECA;1004;810;194
Bandeirante;420208;SC;Sul;BUTANTAN/SINOVAC;914;489;425
Bandeirante;420208;SC;Sul;PFIZER/BIONTECH;142;142;0
Bandeirante;420208;SC;Sul;JANSSEN;80;0;0
Bandeirantes;410240;PR;Sul;FIOCRUZ/ASTRAZENECA;8954;8119;835
Bandeirantes;410240;PR;Sul;BUTANTAN/SINOVAC;8023;4347;3676
Bandeirantes;410240;PR;Sul;PFIZER/BIONTECH;2999;2999;0
Bandeirantes;410240;PR;Sul;JANSSEN;339;0;0
Bandeirantes;500150;MS;Centro-Oeste;FIOCRUZ/ASTRAZENECA;2038;1770;268
Bandeirantes;500150;MS;Centro-Oeste;BUTANTAN/SINOVAC;1729;932;797
Bandeirantes;500150;MS;Centro-Oeste;PFIZER/BIONTECH;413;413;0
Bandeirantes;500150;MS;Centro-Oeste;JANSSEN;163;0;0
Bandeirantes Do Tocantins;170305;TO;Norte;FIOCRUZ/ASTRAZENECA;773;751;22
Bandeirantes Do Tocantins;170305;TO;Norte;BUTANTAN/SINOVAC;596;317;279
Bannach;150125;PA;Norte;FIOCRUZ/ASTRAZENECA;878;658;220
Bannach;150125;PA;Norte;BUTANTAN/SINOVAC;622;377;245
Banzaê;290265;BA;Nordeste;BUTANTAN/SINOVAC;5532;2842;2690
Banzaê;290265;BA;Nordeste;FIOCRUZ/ASTRAZENECA;3729;3208;521
Banzaê;290265;BA;Nordeste;PFIZER/BIONTECH;385;385;0
Banzaê;290265;BA;Nordeste;JANSSEN;51;0;0
Barão;430165;RS;Sul;BUTANTAN/SINOVAC;1740;897;843
Barão;430165;RS;Sul;FIOCRUZ/ASTRAZENECA;1670;1406;264
Barão;430165;RS;Sul;PFIZER/BIONTECH;455;455;0
Barão;430165;RS;Sul;JANSSEN;159;0;0
Barão De Antonina;350500;SP;Sudeste;BUTANTAN/SINOVAC;1115;602;513
Barão De Antonina;350500;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1101;1028;73
Barão De Antonina;350500;SP;Sudeste;PFIZER/BIONTECH;207;207;0
Barão De Antonina;350500;SP;Sudeste;JANSSEN;88;0;0
Barão De Cocais;310540;MG;Sudeste;FIOCRUZ/ASTRAZENECA;5765;5364;401
Barão De Cocais;310540;MG;Sudeste;BUTANTAN/SINOVAC;5240;2683;2557
Barão De Cocais;310540;MG;Sudeste;PFIZER/BIONTECH;1528;1512;16
Barão De Cocais;310540;MG;Sudeste;JANSSEN;68;0;0
Barão De Cotegipe;430170;RS;Sul;BUTANTAN/SINOVAC;2325;1200;1125
Barão De Cotegipe;430170;RS;Sul;FIOCRUZ/ASTRAZENECA;1947;1634;313
Barão De Cotegipe;430170;RS;Sul;PFIZER/BIONTECH;611;611;0
Barão De Cotegipe;430170;RS;Sul;JANSSEN;166;0;0
Barão De Grajaú;210150;MA;Nordeste;FIOCRUZ/ASTRAZENECA;3760;3530;230
Barão De Grajaú;210150;MA;Nordeste;BUTANTAN/SINOVAC;3350;1835;1515
Barão De Grajaú;210150;MA;Nordeste;JANSSEN;169;0;0
Barão De Melgaço;510160;MT;Centro-Oeste;BUTANTAN/SINOVAC;2018;1092;926
Barão De Melgaço;510160;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1749;1678;71
Barão De Melgaço;510160;MT;Centro-Oeste;PFIZER/BIONTECH;206;206;0
Barão De Monte Alto;310550;MG;Sudeste;BUTANTAN/SINOVAC;1897;994;903
Barão De Monte Alto;310550;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1805;1629;176
Barão De Monte Alto;310550;MG;Sudeste;PFIZER/BIONTECH;262;262;0
Barão De Monte Alto;310550;MG;Sudeste;JANSSEN;24;0;0
Barão Do Triunfo;430175;RS;Sul;FIOCRUZ/ASTRAZENECA;2063;1817;246
Barão Do Triunfo;430175;RS;Sul;BUTANTAN/SINOVAC;1530;784;746
Barão Do Triunfo;430175;RS;Sul;PFIZER/BIONTECH;438;436;2
Barão Do Triunfo;430175;RS;Sul;JANSSEN;158;0;0
Baraúna;240145;RN;Nordeste;FIOCRUZ/ASTRAZENECA;4938;4553;385
Baraúna;240145;RN;Nordeste;BUTANTAN/SINOVAC;4312;2250;2062
Baraúna;240145;RN;Nordeste;PFIZER/BIONTECH;1040;1034;6
Baraúna;240145;RN;Nordeste;JANSSEN;456;2;0
Baraúna;250153;PB;Nordeste;BUTANTAN/SINOVAC;1248;647;601
Baraúna;250153;PB;Nordeste;FIOCRUZ/ASTRAZENECA;814;727;87
Baraúna;250153;PB;Nordeste;PFIZER/BIONTECH;188;188;0
Baraúna;250153;PB;Nordeste;JANSSEN;50;0;0
Barbacena;310560;MG;Sudeste;FIOCRUZ/ASTRAZENECA;36653;27610;9043
Barbacena;310560;MG;Sudeste;BUTANTAN/SINOVAC;36210;19388;16822
Barbacena;310560;MG;Sudeste;PFIZER/BIONTECH;8009;7996;13
Barbalha;230190;CE;Nordeste;BUTANTAN/SINOVAC;11641;6353;5288
Barbalha;230190;CE;Nordeste;FIOCRUZ/ASTRAZENECA;2963;2545;418
Barbosa;350510;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2029;1900;129
Barbosa;350510;SP;Sudeste;BUTANTAN/SINOVAC;1673;897;776
Barbosa;350510;SP;Sudeste;PFIZER/BIONTECH;382;382;0
Barbosa;350510;SP;Sudeste;JANSSEN;155;0;0
Barbosa Ferraz;410250;PR;Sul;FIOCRUZ/ASTRAZENECA;3531;3302;229
Barbosa Ferraz;410250;PR;Sul;BUTANTAN/SINOVAC;3146;1618;1528
Barbosa Ferraz;410250;PR;Sul;PFIZER/BIONTECH;202;202;0
Barbosa Ferraz;410250;PR;Sul;JANSSEN;15;0;0
Barcarena;150130;PA;Norte;FIOCRUZ/ASTRAZENECA;28785;24181;4604
Barcarena;150130;PA;Norte;BUTANTAN/SINOVAC;12215;6333;5882
Barcarena;150130;PA;Norte;JANSSEN;5977;0;0
Barcelona;240150;RN;Nordeste;BUTANTAN/SINOVAC;1096;582;514
Barcelona;240150;RN;Nordeste;FIOCRUZ/ASTRAZENECA;1006;924;82
Barcelona;240150;RN;Nordeste;PFIZER/BIONTECH;196;196;0
Barcelona;240150;RN;Nordeste;JANSSEN;64;0;0
Barcelos;130040;AM;Norte;BUTANTAN/SINOVAC;8500;4972;3528
Barcelos;130040;AM;Norte;FIOCRUZ/ASTRAZENECA;3601;3006;595
Bariri;350520;SP;Sudeste;FIOCRUZ/ASTRAZENECA;10054;8821;1233
Bariri;350520;SP;Sudeste;BUTANTAN/SINOVAC;9269;4978;4291
Bariri;350520;SP;Sudeste;PFIZER/BIONTECH;1703;1703;0
Bariri;350520;SP;Sudeste;JANSSEN;1062;0;0
Barra;290270;BA;Nordeste;FIOCRUZ/ASTRAZENECA;11071;9379;1692
Barra;290270;BA;Nordeste;BUTANTAN/SINOVAC;7534;4206;3328
Barra;290270;BA;Nordeste;PFIZER/BIONTECH;1937;1936;1
Barra;290270;BA;Nordeste;JANSSEN;407;0;0
Barra Bonita;350530;SP;Sudeste;FIOCRUZ/ASTRAZENECA;11878;10766;1112
Barra Bonita;350530;SP;Sudeste;BUTANTAN/SINOVAC;10254;5602;4652
Barra Bonita;350530;SP;Sudeste;PFIZER/BIONTECH;2125;2125;0
Barra Bonita;350530;SP;Sudeste;JANSSEN;1316;0;0
Barra Bonita;420209;SC;Sul;FIOCRUZ/ASTRAZENECA;744;621;123
Barra Bonita;420209;SC;Sul;BUTANTAN/SINOVAC;608;322;286
Barra Bonita;420209;SC;Sul;PFIZER/BIONTECH;84;84;0
Barra Bonita;420209;SC;Sul;JANSSEN;55;0;0
Barra D'Alcântara;220117;PI;Nordeste;FIOCRUZ/ASTRAZENECA;854;785;69
Barra D'Alcântara;220117;PI;Nordeste;BUTANTAN/SINOVAC;850;452;398
Barra D'Alcântara;220117;PI;Nordeste;PFIZER/BIONTECH;223;223;0
Barra D'Alcântara;220117;PI;Nordeste;JANSSEN;70;0;0
Barra Da Estiva;290280;BA;Nordeste;FIOCRUZ/ASTRAZENECA;4527;4008;519
Barra Da Estiva;290280;BA;Nordeste;BUTANTAN/SINOVAC;3506;1938;1568
Barra Da Estiva;290280;BA;Nordeste;PFIZER/BIONTECH;797;795;2
Barra Da Estiva;290280;BA;Nordeste;JANSSEN;190;0;0
Barra De Guabiraba;260130;PE;Nordeste;FIOCRUZ/ASTRAZENECA;2370;2173;197
Barra De Guabiraba;260130;PE;Nordeste;BUTANTAN/SINOVAC;1998;1050;948
Barra De Guabiraba;260130;PE;Nordeste;PFIZER/BIONTECH;630;630;0
Barra De Guabiraba;260130;PE;Nordeste;JANSSEN;36;0;0
Barra De Santa Rosa;250160;PB;Nordeste;BUTANTAN/SINOVAC;3560;1998;1562
Barra De Santa Rosa;250160;PB;Nordeste;FIOCRUZ/ASTRAZENECA;2732;2445;287
Barra De Santa Rosa;250160;PB;Nordeste;PFIZER/BIONTECH;518;517;1
Barra De Santa Rosa;250160;PB;Nordeste;JANSSEN;241;0;0
Barra De Santana;250157;PB;Nordeste;BUTANTAN/SINOVAC;2395;1237;1158
Barra De Santana;250157;PB;Nordeste;FIOCRUZ/ASTRAZENECA;1807;1626;181
Barra De Santana;250157;PB;Nordeste;PFIZER/BIONTECH;395;395;0
Barra De Santana;250157;PB;Nordeste;JANSSEN;113;0;0
Barra De Santo Antônio;270050;AL;Nordeste;FIOCRUZ/ASTRAZENECA;2629;2172;457
Barra De Santo Antônio;270050;AL;Nordeste;BUTANTAN/SINOVAC;2151;1190;961
Barra De Santo Antônio;270050;AL;Nordeste;JANSSEN;1243;0;0
Barra De São Francisco;320090;ES;Sudeste;FIOCRUZ/ASTRAZENECA;13879;12742;1137
Barra De São Francisco;320090;ES;Sudeste;BUTANTAN/SINOVAC;11455;5913;5542
Barra De São Francisco;320090;ES;Sudeste;PFIZER/BIONTECH;2542;2539;3
Barra De São Francisco;320090;ES;Sudeste;JANSSEN;864;0;0
Barra De São Miguel;250170;PB;Nordeste;BUTANTAN/SINOVAC;1576;830;746
Barra De São Miguel;250170;PB;Nordeste;FIOCRUZ/ASTRAZENECA;1143;1044;99
Barra De São Miguel;250170;PB;Nordeste;PFIZER/BIONTECH;269;269;0
Barra De São Miguel;250170;PB;Nordeste;JANSSEN;94;0;0
Barra De São Miguel;270060;AL;Nordeste;FIOCRUZ/ASTRAZENECA;1836;1577;259
Barra De São Miguel;270060;AL;Nordeste;BUTANTAN/SINOVAC;1362;873;489
Barra De São Miguel;270060;AL;Nordeste;JANSSEN;64;0;0
Barra Do Bugres;510170;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;6069;5646;423
Barra Do Bugres;510170;MT;Centro-Oeste;BUTANTAN/SINOVAC;3581;2012;1569
Barra Do Bugres;510170;MT;Centro-Oeste;PFIZER/BIONTECH;1271;1271;0
Barra Do Bugres;510170;MT;Centro-Oeste;JANSSEN;363;0;0
Barra Do Chapéu;350535;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1427;1343;84
Barra Do Chapéu;350535;SP;Sudeste;BUTANTAN/SINOVAC;1101;640;461
Barra Do Chapéu;350535;SP;Sudeste;PFIZER/BIONTECH;344;344;0
Barra Do Chapéu;350535;SP;Sudeste;JANSSEN;183;0;0
Barra Do Choça;290290;BA;Nordeste;BUTANTAN/SINOVAC;1740;917;823
Barra Do Choça;290290;BA;Nordeste;FIOCRUZ/ASTRAZENECA;1154;1087;67
Barra Do Choça;290290;BA;Nordeste;PFIZER/BIONTECH;12;12;0
Barra Do Corda;210160;MA;Nordeste;BUTANTAN/SINOVAC;23177;12569;10608
Barra Do Corda;210160;MA;Nordeste;FIOCRUZ/ASTRAZENECA;18620;17235;1385
Barra Do Corda;210160;MA;Nordeste;PFIZER/BIONTECH;5980;5980;0
Barra Do Corda;210160;MA;Nordeste;JANSSEN;12;0;0
Barra Do Garças;510180;MT;Centro-Oeste;BUTANTAN/SINOVAC;15606;8303;7303
Barra Do Garças;510180;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;14816;13329;1487
Barra Do Garças;510180;MT;Centro-Oeste;PFIZER/BIONTECH;1461;1459;2
Barra Do Garças;510180;MT;Centro-Oeste;JANSSEN;442;0;0
Barra Do Guarita;430185;RS;Sul;FIOCRUZ/ASTRAZENECA;895;767;128
Barra Do Guarita;430185;RS;Sul;BUTANTAN/SINOVAC;849;444;405
Barra Do Guarita;430185;RS;Sul;PFIZER/BIONTECH;228;228;0
Barra Do Guarita;430185;RS;Sul;JANSSEN;90;0;0
